year,event_id,match_id,match_date,match_surface,match_court,match_round,tournament_name,tournament_city,tournament_draw,loser_name,winner_name,match_score,match_time,loser_aces_all,loser_aces_1st,loser_aces_2nd,loser_aces_3rd,loser_aces_4th,loser_aces_5th,winner_aces_all,winner_aces_1st,winner_aces_2nd,winner_aces_3rd,winner_aces_4th,winner_aces_5th,loser_double_faults_all,loser_double_faults_1st,loser_double_faults_2nd,loser_double_faults_3rd,loser_double_faults_4th,loser_double_faults_5th,winner_double_faults_all,winner_double_faults_1st,winner_double_faults_2nd,winner_double_faults_3rd,winner_double_faults_4th,winner_double_faults_5th,loser_serve_rating_all,loser_serve_rating_1st,loser_serve_rating_2nd,loser_serve_rating_3rd,loser_serve_rating_4th,loser_serve_rating_5th,winner_serve_rating_all,winner_serve_rating_1st,winner_serve_rating_2nd,winner_serve_rating_3rd,winner_serve_rating_4th,winner_serve_rating_5th,loser_first_serve_all,loser_first_serve_1st,loser_first_serve_2nd,loser_first_serve_3rd,loser_first_serve_4th,loser_first_serve_5th,winner_first_serve_all,winner_first_serve_1st,winner_first_serve_2nd,winner_first_serve_3rd,winner_first_serve_4th,winner_first_serve_5th,loser_first_serve_points_all,loser_first_serve_points_1st,loser_first_serve_points_2nd,loser_first_serve_points_3rd,loser_first_serve_points_4th,loser_first_serve_points_5th,winner_first_serve_points_all,winner_first_serve_points_1st,winner_first_serve_points_2nd,winner_first_serve_points_3rd,winner_first_serve_points_4th,winner_first_serve_points_5th,loser_second_serve_points_all,loser_second_serve_points_1st,loser_second_serve_points_2nd,loser_second_serve_points_3rd,loser_second_serve_points_4th,loser_second_serve_points_5th,winner_second_serve_points_all,winner_second_serve_points_1st,winner_second_serve_points_2nd,winner_second_serve_points_3rd,winner_second_serve_points_4th,winner_second_serve_points_5th,loser_break_points_saved_all,loser_break_points_saved_1st,loser_break_points_saved_2nd,loser_break_points_saved_3rd,loser_break_points_saved_4th,loser_break_points_saved_5th,winner_break_points_saved_all,winner_break_points_saved_1st,winner_break_points_saved_2nd,winner_break_points_saved_3rd,winner_break_points_saved_4th,winner_break_points_saved_5th,loser_service_games_played_all,loser_service_games_played_1st,loser_service_games_played_2nd,loser_service_games_played_3rd,loser_service_games_played_4th,loser_service_games_played_5th,winner_service_games_played_all,winner_service_games_played_1st,winner_service_games_played_2nd,winner_service_games_played_3rd,winner_service_games_played_4th,winner_service_games_played_5th,loser_return_rating_all,loser_return_rating_1st,loser_return_rating_2nd,loser_return_rating_3rd,loser_return_rating_4th,loser_return_rating_5th,winner_return_rating_all,winner_return_rating_1st,winner_return_rating_2nd,winner_return_rating_3rd,winner_return_rating_4th,winner_return_rating_5th,loser_first_serve_return_points_all,loser_first_serve_return_points_1st,loser_first_serve_return_points_2nd,loser_first_serve_return_points_3rd,loser_first_serve_return_points_4th,loser_first_serve_return_points_5th,winner_first_serve_return_points_all,winner_first_serve_return_points_1st,winner_first_serve_return_points_2nd,winner_first_serve_return_points_3rd,winner_first_serve_return_points_4th,winner_first_serve_return_points_5th,loser_second_serve_return_points_all,loser_second_serve_return_points_1st,loser_second_serve_return_points_2nd,loser_second_serve_return_points_3rd,loser_second_serve_return_points_4th,loser_second_serve_return_points_5th,winner_second_serve_return_points_all,winner_second_serve_return_points_1st,winner_second_serve_return_points_2nd,winner_second_serve_return_points_3rd,winner_second_serve_return_points_4th,winner_second_serve_return_points_5th,loser_break_points_converted_all,loser_break_points_converted_1st,loser_break_points_converted_2nd,loser_break_points_converted_3rd,loser_break_points_converted_4th,loser_break_points_converted_5th,winner_break_points_converted_all,winner_break_points_converted_1st,winner_break_points_converted_2nd,winner_break_points_converted_3rd,winner_break_points_converted_4th,winner_break_points_converted_5th,loser_total_service_points_won_all,loser_total_service_points_won_1st,loser_total_service_points_won_2nd,loser_total_service_points_won_3rd,loser_total_service_points_won_4th,loser_total_service_points_won_5th,winner_total_service_points_won_all,winner_total_service_points_won_1st,winner_total_service_points_won_2nd,winner_total_service_points_won_3rd,winner_total_service_points_won_4th,winner_total_service_points_won_5th,loser_total_return_points_won_all,loser_total_return_points_won_1st,loser_total_return_points_won_2nd,loser_total_return_points_won_3rd,loser_total_return_points_won_4th,loser_total_return_points_won_5th,winner_total_return_points_won_all,winner_total_return_points_won_1st,winner_total_return_points_won_2nd,winner_total_return_points_won_3rd,winner_total_return_points_won_4th,winner_total_return_points_won_5th,loser_total_points_won_all,loser_total_points_won_1st,loser_total_points_won_2nd,loser_total_points_won_3rd,loser_total_points_won_4th,loser_total_points_won_5th,winner_total_points_won_all,winner_total_points_won_1st,winner_total_points_won_2nd,winner_total_points_won_3rd,winner_total_points_won_4th,winner_total_points_won_5th
2022,352,2022/352/QS018,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Joao Sousa,Lorenzo Sonego,"6-4, 7-6",01:52:02,0,0,0,,,,10,5,5,,,,2,1,1,,,,2,1,1,,,,265,262,272,,,,284,305,263,,,,46/74,22/34,24/40,"","","",55/81,23/34,32/47,"","","",31/46,15/22,16/24,"","","",44/55,18/23,26/32,"","","",16/28,6/12,10/16,"","","",10/26,6/11,4/15,"","","",4/6,4/5,0/1,"","","",4/5,3/3,1/2,"","","",11,5,6,,,,11,5,6,,,,111,67,158,,,,127,122,187,,,,11/55,5/23,6/32,"","","",15/46,7/22,8/24,"","","",16/26,5/11,11/15,"","","",12/28,6/12,6/16,"","","",1/5,0/3,1/2,"","","",2/6,1/5,1/1,"","","",47/74,21/34,26/40,"","","",54/81,24/34,30/47,"","","",27/81,10/34,17/47,"","","",27/74,13/34,14/40,"","","",74/155,31/68,43/87,"","","",81/155,37/68,44/87,"","",""
2022,352,2022/352/QS019,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Mackenzie McDonald,Tallon Griekspoor,"6-3, 3-6, 7-6",02:22:22,5,4,1,0,,,4,0,0,4,,,3,3,0,0,,,4,1,3,0,,,238,162,263,263,,,238,223,191,285,,,59/94,19/27,14/25,26/42,"","",68/110,23/40,12/25,33/45,"","",36/59,10/19,10/14,16/26,"","",44/68,15/23,7/12,22/33,"","",16/35,1/8,6/11,9/16,"","",19/42,7/17,5/13,7/12,"","",5/10,5/8,0/1,0/1,"","",13/18,5/7,3/5,5/6,"","",15,4,5,6,,,15,5,4,6,,,151,163,194,108,,,176,248,194,198,,,24/68,8/23,5/12,11/33,"","",23/59,9/19,4/14,10/26,"","",23/42,10/17,8/13,5/12,"","",19/35,7/8,5/11,7/16,"","",5/18,2/7,2/5,1/6,"","",5/10,3/8,1/1,1/1,"","",52/94,11/27,16/25,25/42,"","",63/110,22/40,12/25,29/45,"","",47/110,18/40,13/25,16/45,"","",42/94,16/27,9/25,17/42,"","",99/204,29/67,29/50,41/87,"","",105/204,38/67,21/50,46/87,"",""
2022,352,2022/352/QS021,2022-10-31,Hard,Court 1,1st Round Qualifying,Rolex Paris Masters,Paris,56,Hugo Gaston,Marc-Andrea Huesler,"6-3, 3-6, 7-6",02:14:19,4,1,1,2,,,8,0,2,6,,,3,2,0,1,,,6,0,2,4,,,255,203,301,257,,,255,246,235,266,,,58/105,13/25,18/29,27/51,"","",51/107,13/32,14/29,24/46,"","",46/58,10/13,15/18,21/27,"","",38/51,8/13,11/14,19/24,"","",19/47,3/12,6/11,10/24,"","",28/56,12/19,5/15,11/22,"","",10/13,1/3,3/3,6/7,"","",8/11,1/2,3/4,4/5,"","",15,4,5,6,,,15,5,4,6,,,122,145,138,107,,,124,215,62,110,,,13/51,5/13,3/14,5/24,"","",12/58,3/13,3/18,6/27,"","",28/56,7/19,10/15,11/22,"","",28/47,9/12,5/11,14/24,"","",3/11,1/2,1/4,1/5,"","",3/13,2/3,0/3,1/7,"","",65/105,13/25,21/29,31/51,"","",66/107,20/32,16/29,30/46,"","",41/107,12/32,13/29,16/46,"","",40/105,12/25,8/29,20/51,"","",106/212,25/57,34/58,47/97,"","",106/212,32/57,24/58,50/97,"",""
2022,352,2022/352/QS025,2022-10-31,Hard,Court Central,1st Round Qualifying,Rolex Paris Masters,Paris,56,Hugo Grenier,Thiago Monteiro,"4-6, 6-2, 7-6",02:17:59,10,5,2,3,,,10,2,3,5,,,1,0,1,0,,,1,0,0,1,,,310,385,204,323,,,302,253,307,313,,,48/73,18/21,9/19,21/33,"","",64/93,25/32,17/24,22/37,"","",39/48,17/18,5/9,17/21,"","",46/64,16/25,13/17,17/22,"","",17/25,3/3,5/10,9/12,"","",17/29,2/7,4/7,11/15,"","",2/4,0/0,0/2,2/2,"","",3/4,3/4,0/0,0/0,"","",15,5,4,6,,,15,5,4,6,,,100,152,67,50,,,114,6,244,44,,,18/64,9/25,4/17,5/22,"","",9/48,1/18,4/9,4/21,"","",12/29,5/7,3/7,4/15,"","",8/25,0/3,5/10,3/12,"","",1/4,1/4,0/0,0/0,"","",2/4,0/0,2/2,0/2,"","",56/73,20/21,10/19,26/33,"","",63/93,18/32,17/24,28/37,"","",30/93,14/32,7/24,9/37,"","",17/73,1/21,9/19,7/33,"","",86/166,34/53,17/43,35/70,"","",80/166,19/53,26/43,35/70,"",""
2022,352,2022/352/QS026,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Jaume Munar,Arthur Fils,"6-3, 6-3",01:23:23,3,1,2,,,,6,2,4,,,,3,3,0,,,,2,2,0,,,,209,187,238,,,,276,226,311,,,,32/60,20/35,12/25,"","","",21/52,7/24,14/28,"","","",22/32,13/20,9/12,"","","",16/21,4/7,12/14,"","","",9/28,4/15,5/13,"","","",21/31,11/17,10/14,"","","",3/7,2/5,1/2,"","","",0/1,0/1,0/0,"","","",9,5,4,,,,9,4,5,,,,167,203,43,,,,200,228,162,,,,5/21,3/7,2/14,"","","",10/32,7/20,3/12,"","","",10/31,6/17,4/14,"","","",19/28,11/15,8/13,"","","",1/1,1/1,0/0,"","","",4/7,3/5,1/2,"","","",31/60,17/35,14/25,"","","",37/52,15/24,22/28,"","","",15/52,9/24,6/28,"","","",29/60,18/35,11/25,"","","",46/112,26/59,20/53,"","","",66/112,33/59,33/53,"","",""
2022,352,2022/352/QS027,2022-10-31,Hard,Court 1,1st Round Qualifying,Rolex Paris Masters,Paris,56,Daniel Elahi Galan,Fabio Fognini,"6-3, 7-6",01:35:29,8,2,6,,,,2,0,2,,,,2,1,1,,,,4,1,3,,,,263,224,293,,,,301,312,292,,,,61/90,22/36,39/54,"","","",49/66,14/22,35/44,"","","",43/61,16/22,27/39,"","","",40/49,12/14,28/35,"","","",11/29,4/14,7/15,"","","",8/17,5/8,3/9,"","","",4/6,1/3,3/3,"","","",3/3,2/2,1/1,"","","",11,5,6,,,,10,4,6,,,,71,52,87,,,,143,205,84,,,,9/49,2/14,7/35,"","","",18/61,6/22,12/39,"","","",9/17,3/8,6/9,"","","",18/29,10/14,8/15,"","","",0/3,0/2,0/1,"","","",2/6,2/3,0/3,"","","",54/90,20/36,34/54,"","","",48/66,17/22,31/44,"","","",18/66,5/22,13/44,"","","",36/90,16/36,20/54,"","","",72/156,25/58,47/98,"","","",84/156,33/58,51/98,"","",""
2022,352,2022/352/QS028,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Marcos Giron,Jiri Lehecka,"7-5, 6-3",01:19:41,3,2,1,,,,5,4,1,,,,1,0,1,,,,1,1,0,,,,260,270,248,,,,314,301,338,,,,34/59,21/33,13/26,"","","",47/65,26/39,21/26,"","","",26/34,15/21,11/13,"","","",36/47,20/26,16/21,"","","",11/25,6/12,5/13,"","","",11/18,7/13,4/5,"","","",2/4,0/1,2/3,"","","",1/1,1/1,0/0,"","","",10,6,4,,,,11,6,5,,,,62,69,44,,,,150,195,135,,,,11/47,6/26,5/21,"","","",8/34,6/21,2/13,"","","",7/18,6/13,1/5,"","","",14/25,6/12,8/13,"","","",0/1,0/1,0/0,"","","",2/4,1/1,1/3,"","","",37/59,21/33,16/26,"","","",47/65,27/39,20/26,"","","",18/65,12/39,6/26,"","","",22/59,12/33,10/26,"","","",55/124,33/72,22/52,"","","",69/124,39/72,30/52,"","",""
2022,352,2022/352/QS029,2022-10-31,Hard,Court 1,1st Round Qualifying,Rolex Paris Masters,Paris,56,Constant Lestienne,Mikael Ymer,"4-6, 4-2",01:17:52,1,1,0,,,,2,0,2,,,,1,1,0,,,,3,2,1,,,,255,263,243,,,,258,226,304,,,,29/50,18/33,11/17,"","","",39/56,17/30,22/26,"","","",16/29,11/18,5/11,"","","",26/39,11/17,15/22,"","","",14/21,10/15,4/6,"","","",8/17,6/13,2/4,"","","",2/4,2/3,0/1,"","","",7/9,4/6,3/3,"","","",8,5,3,,,,8,5,3,,,,133,162,82,,,,153,125,221,,,,13/39,6/17,7/22,"","","",13/29,7/18,6/11,"","","",9/17,7/13,2/4,"","","",7/21,5/15,2/6,"","","",2/9,2/6,0/3,"","","",2/4,1/3,1/1,"","","",30/50,21/33,9/17,"","","",34/56,17/30,17/26,"","","",22/56,13/30,9/26,"","","",20/50,12/33,8/17,"","","",52/106,34/63,18/43,"","","",54/106,29/63,25/43,"","",""
2022,9663,2022/9663/MS001,2022-01-10,Hard,Ken Rosewall Arena,Final,Sydney Tennis Classic,Sydney,28,Andy Murray,Aslan Karatsev,"6-3, 6-3",01:32:17,5,4,1,,,,4,3,1,,,,5,4,1,,,,1,0,1,,,,232,227,241,,,,310,347,287,,,,28/55,14/29,14/26,"","","",30/55,13/18,17/37,"","","",23/28,12/14,11/14,"","","",24/30,12/13,12/17,"","","",9/27,5/15,4/12,"","","",18/25,4/5,14/20,"","","",4/7,2/4,2/3,"","","",5/5,0/0,5/5,"","","",9,5,4,,,,9,4,5,,,,48,28,59,,,,161,171,146,,,,6/30,1/13,5/17,"","","",5/28,2/14,3/14,"","","",7/25,1/5,6/20,"","","",18/27,10/15,8/12,"","","",0/5,0/0,0/5,"","","",3/7,2/4,1/3,"","","",32/55,17/29,15/26,"","","",42/55,16/18,26/37,"","","",13/55,2/18,11/37,"","","",23/55,12/29,11/26,"","","",45/110,19/47,26/63,"","","",65/110,28/47,37/63,"","",""
2022,9663,2022/9663/MS002,2022-01-10,Hard,Ken Rosewall Arena,Semifinal,Sydney Tennis Classic,Sydney,28,Daniel Evans,Aslan Karatsev,"6-3, 6-7, 6-3",03:06:29,3,1,2,0,,,9,0,6,3,,,1,0,1,0,,,4,1,2,1,,,246,212,289,207,,,279,259,313,254,,,73/111,19/27,39/59,15/25,"","",64/110,16/31,29/44,19/35,"","",50/73,10/19,30/39,10/15,"","",48/64,13/16,22/29,13/19,"","",15/38,3/8,9/20,3/10,"","",25/46,7/15,10/15,8/16,"","",2/6,1/3,1/1,0/2,"","",4/6,3/4,0/0,1/2,"","",14,4,6,4,,,16,5,6,5,,,116,117,57,152,,,188,227,78,253,,,16/64,3/16,7/29,6/19,"","",23/73,9/19,9/39,5/15,"","",21/46,8/15,5/15,8/16,"","",23/38,5/8,11/20,7/10,"","",2/6,1/4,0/0,1/2,"","",4/6,2/3,0/1,2/2,"","",65/111,13/27,39/59,13/25,"","",73/110,20/31,32/44,21/35,"","",37/110,11/31,12/44,14/35,"","",46/111,14/27,20/59,12/25,"","",102/221,24/58,51/103,27/60,"","",119/221,34/58,52/103,33/60,"",""
2022,9663,2022/9663/MS003,2022-01-10,Hard,Ken Rosewall Arena,Semifinal,Sydney Tennis Classic,Sydney,28,Reilly Opelka,Andy Murray,"6-7, 6-4, 6-4",02:24:42,20,8,4,8,,,16,5,7,4,,,4,2,2,0,,,0,0,0,0,,,294,318,255,276,,,342,330,382,306,,,76/109,29/41,23/34,24/34,"","",57/85,21/34,17/21,19/30,"","",58/76,24/29,18/23,16/24,"","",50/57,18/21,16/17,16/19,"","",15/33,7/12,3/11,5/10,"","",20/28,10/13,4/4,6/11,"","",7/9,0/0,3/4,4/5,"","",1/1,0/0,0/0,1/1,"","",16,6,5,5,,,16,6,5,5,,,41,37,6,61,,,113,59,140,123,,,7/57,3/21,1/17,3/19,"","",18/76,5/29,5/23,8/24,"","",8/28,3/13,0/4,5/11,"","",18/33,5/12,8/11,5/10,"","",0/1,0/0,0/0,0/1,"","",2/9,0/0,1/4,1/5,"","",73/109,31/41,21/34,21/34,"","",70/85,28/34,20/21,22/30,"","",15/85,6/34,1/21,8/30,"","",36/109,10/41,13/34,13/34,"","",88/194,37/75,22/55,29/64,"","",106/194,38/75,33/55,35/64,"",""
2022,9663,2022/9663/MS004,2022-01-10,Hard,Ken Rosewall Arena,Quarterfinal,Sydney Tennis Classic,Sydney,28,Lorenzo Sonego,Aslan Karatsev,"6-2, 3-6, 6-2",02:50:04,3,1,1,1,,,5,3,2,0,,,4,1,1,2,,,3,0,2,1,,,224,206,253,206,,,274,336,217,290,,,64/108,17/28,29/49,18/31,"","",64/94,19/24,31/45,14/25,"","",41/64,10/17,20/29,11/18,"","",41/64,14/19,17/31,10/14,"","",18/44,4/11,9/20,5/13,"","",17/30,4/5,6/14,7/11,"","",20/25,2/4,11/12,7/9,"","",7/9,0/0,7/9,0/0,"","",13,4,5,4,,,12,4,4,4,,,117,46,174,65,,,153,205,114,173,,,23/64,5/19,14/31,4/14,"","",23/64,7/17,9/29,7/18,"","",13/30,1/5,8/14,4/11,"","",26/44,7/11,11/20,8/13,"","",2/9,0/0,2/9,0/0,"","",5/25,2/4,1/12,2/9,"","",59/108,14/28,29/49,16/31,"","",58/94,18/24,23/45,17/25,"","",36/94,6/24,22/45,8/25,"","",49/108,14/28,20/49,15/31,"","",95/202,20/52,51/94,24/56,"","",107/202,32/52,43/94,32/56,"",""
2022,9663,2022/9663/MS005,2022-01-10,Hard,Ken Rosewall Arena,Quarterfinal,Sydney Tennis Classic,Sydney,28,Maxime Cressy,Daniel Evans,"6-4, 7-6",01:55:16,11,3,8,,,,2,1,1,,,,9,3,6,,,,4,2,2,,,,261,229,287,,,,293,276,308,,,,41/72,19/29,22/43,"","","",37/63,14/24,23/39,"","","",31/41,12/19,19/22,"","","",31/37,11/14,20/23,"","","",14/31,4/10,10/21,"","","",16/26,6/10,10/16,"","","",4/6,3/5,1/1,"","","",2/3,1/2,1/1,"","","",11,5,6,,,,11,5,6,,,,96,131,51,,,,130,177,66,,,,6/37,3/14,3/23,"","","",10/41,7/19,3/22,"","","",10/26,4/10,6/16,"","","",17/31,6/10,11/21,"","","",1/3,1/2,0/1,"","","",2/6,2/5,0/1,"","","",45/72,16/29,29/43,"","","",47/63,17/24,30/39,"","","",16/63,7/24,9/39,"","","",27/72,13/29,14/43,"","","",61/135,23/53,38/82,"","","",74/135,30/53,44/82,"","",""
2022,9663,2022/9663/MS006,2022-01-10,Hard,Court 1,Quarterfinal,Sydney Tennis Classic,Sydney,28,Brandon Nakashima,Reilly Opelka,"7-6, 6-2",01:22:06,4,3,1,,,,17,12,5,,,,0,0,0,,,,0,0,0,,,,268,306,211,,,,342,339,327,,,,45/69,28/40,17/29,"","","",43/56,28/36,15/20,"","","",31/45,21/28,10/17,"","","",37/43,24/28,13/15,"","","",12/24,7/12,5/12,"","","",8/13,5/8,3/5,"","","",3/5,0/0,3/5,"","","",0/0,0/0,0/0,"","","",10,6,4,,,,10,6,4,,,,52,52,53,,,,141,67,189,,,,6/43,4/28,2/15,"","","",14/45,7/28,7/17,"","","",5/13,3/8,2/5,"","","",12/24,5/12,7/12,"","","",0/0,0/0,0/0,"","","",2/5,0/0,2/5,"","","",43/69,28/40,15/29,"","","",45/56,29/36,16/20,"","","",11/56,7/36,4/20,"","","",26/69,12/40,14/29,"","","",54/125,35/76,19/49,"","","",71/125,41/76,30/49,"","",""
2022,9663,2022/9663/MS007,2022-01-10,Hard,Ken Rosewall Arena,Quarterfinal,Sydney Tennis Classic,Sydney,28,David Goffin,Andy Murray,"6-2, 0-0",00:49:54,1,1,0,,,,1,1,0,,,,1,1,0,,,,3,3,0,,,,197,197,0,,,,279,279,0,,,,10/22,10/22,0/0,"","","",17/35,17/35,0/0,"","","",6/10,6/10,0/0,"","","",11/17,11/17,0/0,"","","",5/12,5/12,0/0,"","","",12/18,12/18,0/0,"","","",1/3,1/3,0/0,"","","",2/2,2/2,0/0,"","","",4,4,0,,,,4,4,0,,,,68,68,0,,,,215,215,0,,,,6/17,6/17,0/0,"","","",4/10,4/10,0/0,"","","",6/18,6/18,0/0,"","","",7/12,7/12,0/0,"","","",0/2,0/2,0/0,"","","",2/3,2/3,0/0,"","","",11/22,11/22,0/0,"","","",23/35,23/35,0/0,"","","",12/35,12/35,0/0,"","","",11/22,11/22,0/0,"","","",23/57,23/57,0/0,"","","",34/57,34/57,0/0,"","",""
2022,9663,2022/9663/MS008,2022-01-10,Hard,Court 1,Round of 16,Sydney Tennis Classic,Sydney,28,Miomir Kecmanovic,Aslan Karatsev,"7-5, 6-4",01:33:35,4,2,2,,,,6,4,2,,,,1,0,1,,,,4,3,1,,,,248,239,257,,,,286,265,304,,,,46/75,25/41,21/34,"","","",32/59,20/32,12/27,"","","",31/46,15/25,16/21,"","","",28/32,17/20,11/12,"","","",13/29,8/16,5/13,"","","",14/27,4/12,10/15,"","","",2/5,1/3,1/2,"","","",2/3,1/2,1/1,"","","",11,6,5,,,,11,6,5,,,,103,148,41,,,,175,190,156,,,,4/32,3/20,1/12,"","","",15/46,10/25,5/21,"","","",13/27,8/12,5/15,"","","",16/29,8/16,8/13,"","","",1/3,1/2,0/1,"","","",3/5,2/3,1/2,"","","",44/75,23/41,21/34,"","","",42/59,21/32,21/27,"","","",17/59,11/32,6/27,"","","",31/75,18/41,13/34,"","","",61/134,34/73,27/61,"","","",73/134,39/73,34/61,"","",""
2022,9663,2022/9663/MS009,2022-01-10,Hard,Court 4,Round of 16,Sydney Tennis Classic,Sydney,28,Sebastian Baez,Lorenzo Sonego,"6-2, 6-3",01:20:06,1,0,1,,,,6,1,5,,,,0,0,0,,,,0,0,0,,,,250,227,270,,,,330,324,330,,,,44/59,20/26,24/33,"","","",31/45,14/20,17/25,"","","",23/44,10/20,13/24,"","","",26/31,12/14,14/17,"","","",9/15,3/6,6/9,"","","",10/14,4/6,6/8,"","","",6/9,1/3,5/6,"","","",0/0,0/0,0/0,"","","",8,4,4,,,,9,4,5,,,,45,47,43,,,,158,217,121,,,,5/31,2/14,3/17,"","","",21/44,10/20,11/24,"","","",4/14,2/6,2/8,"","","",6/15,3/6,3/9,"","","",0/0,0/0,0/0,"","","",3/9,2/3,1/6,"","","",32/59,13/26,19/33,"","","",36/45,16/20,20/25,"","","",9/45,4/20,5/25,"","","",27/59,13/26,14/33,"","","",41/104,17/46,24/58,"","","",63/104,29/46,34/58,"","",""
2022,9663,2022/9663/MS010,2022-01-10,Hard,Court 4,Round of 16,Sydney Tennis Classic,Sydney,28,Pedro Martinez,Daniel Evans,"6-2, 6-3",01:20:42,1,1,0,,,,2,2,0,,,,2,2,0,,,,1,0,1,,,,227,205,254,,,,297,305,289,,,,33/46,13/20,20/26,"","","",30/49,14/23,16/26,"","","",18/33,8/13,10/20,"","","",23/30,9/14,14/16,"","","",6/13,2/7,4/6,"","","",11/19,7/9,4/10,"","","",0/4,0/2,0/2,"","","",0/0,0/0,0/0,"","","",9,4,5,,,,8,4,4,,,,65,58,73,,,,243,259,223,,,,7/30,5/14,2/16,"","","",15/33,5/13,10/20,"","","",8/19,2/9,6/10,"","","",7/13,5/7,2/6,"","","",0/0,0/0,0/0,"","","",4/4,2/2,2/2,"","","",24/46,10/20,14/26,"","","",34/49,16/23,18/26,"","","",15/49,7/23,8/26,"","","",22/46,10/20,12/26,"","","",39/95,17/43,22/52,"","","",56/95,26/43,30/52,"","",""
2022,9663,2022/9663/MS011,2022-01-10,Hard,Ken Rosewall Arena,Round of 16,Sydney Tennis Classic,Sydney,28,Dusan Lajovic,Maxime Cressy,"6-3, 6-4",01:09:57,2,2,0,,,,7,5,2,,,,1,0,1,,,,5,2,3,,,,279,280,264,,,,321,330,312,,,,42/53,21/28,21/25,"","","",34/50,19/25,15/25,"","","",28/42,12/21,16/21,"","","",30/34,16/19,14/15,"","","",6/11,5/7,1/4,"","","",10/16,4/6,6/10,"","","",2/4,2/3,0/1,"","","",0/0,0/0,0/0,"","","",9,4,5,,,,10,5,5,,,,50,49,47,,,,150,130,219,,,,4/34,3/19,1/15,"","","",14/42,9/21,5/21,"","","",6/16,2/6,4/10,"","","",5/11,2/7,3/4,"","","",0/0,0/0,0/0,"","","",2/4,1/3,1/1,"","","",34/53,17/28,17/25,"","","",40/50,20/25,20/25,"","","",10/50,5/25,5/25,"","","",19/53,11/28,8/25,"","","",44/103,22/53,22/50,"","","",59/103,31/53,28/50,"","",""
2022,9663,2022/9663/MS012,2022-01-10,Hard,Court 1,Round of 16,Sydney Tennis Classic,Sydney,28,Fabio Fognini,Brandon Nakashima,"7-6, 7-6",01:58:15,5,4,1,,,,7,2,5,,,,5,2,3,,,,0,0,0,,,,261,268,255,,,,294,294,286,,,,61/100,32/48,29/52,"","","",47/75,24/38,23/37,"","","",40/61,21/32,19/29,"","","",33/47,18/24,15/23,"","","",20/39,8/16,12/23,"","","",20/28,10/14,10/14,"","","",3/5,2/3,1/2,"","","",0/2,0/1,0/1,"","","",12,6,6,,,,12,6,6,,,,175,170,180,,,,139,133,148,,,,14/47,6/24,8/23,"","","",21/61,11/32,10/29,"","","",8/28,4/14,4/14,"","","",19/39,8/16,11/23,"","","",2/2,1/1,1/1,"","","",2/5,1/3,1/2,"","","",60/100,29/48,31/52,"","","",53/75,28/38,25/37,"","","",22/75,10/38,12/37,"","","",40/100,19/48,21/52,"","","",82/175,39/86,43/89,"","","",93/175,47/86,46/89,"","",""
2022,9663,2022/9663/MS013,2022-01-10,Hard,Ken Rosewall Arena,Round of 16,Sydney Tennis Classic,Sydney,28,Jordan Thompson,Reilly Opelka,"6-3, 6-2",01:18:46,4,0,4,,,,10,4,6,,,,2,0,2,,,,6,5,1,,,,227,235,220,,,,303,289,322,,,,37/57,21/33,16/24,"","","",23/52,11/30,12/22,"","","",25/37,15/21,10/16,"","","",22/23,11/11,11/12,"","","",6/20,3/12,3/8,"","","",17/29,10/19,7/10,"","","",3/6,3/4,0/2,"","","",1/1,0/0,1/1,"","","",8,4,4,,,,9,5,4,,,,45,47,38,,,,189,154,251,,,,1/23,0/11,1/12,"","","",12/37,6/21,6/16,"","","",12/29,9/19,3/10,"","","",14/20,9/12,5/8,"","","",0/1,0/0,0/1,"","","",3/6,1/4,2/2,"","","",31/57,18/33,13/24,"","","",39/52,21/30,18/22,"","","",13/52,9/30,4/22,"","","",26/57,15/33,11/24,"","","",44/109,27/63,17/46,"","","",65/109,36/63,29/46,"","",""
2022,9663,2022/9663/MS014,2022-01-10,Hard,Ken Rosewall Arena,Round of 16,Sydney Tennis Classic,Sydney,28,Denis Kudla,David Goffin,"6-2, 6-3",01:21:13,3,2,1,,,,8,4,4,,,,3,1,2,,,,4,2,2,,,,213,208,218,,,,292,284,301,,,,43/69,17/29,26/40,"","","",28/54,13/30,15/24,"","","",28/43,11/17,17/26,"","","",24/28,12/13,12/15,"","","",8/26,4/12,4/14,"","","",13/26,8/17,5/9,"","","",5/9,1/3,4/6,"","","",1/1,1/1,0/0,"","","",9,4,5,,,,8,4,4,,,,64,61,64,,,,192,219,179,,,,4/28,1/13,3/15,"","","",15/43,6/17,9/26,"","","",13/26,9/17,4/9,"","","",18/26,8/12,10/14,"","","",0/1,0/1,0/0,"","","",4/9,2/3,2/6,"","","",36/69,15/29,21/40,"","","",37/54,20/30,17/24,"","","",17/54,10/30,7/24,"","","",33/69,14/29,19/40,"","","",53/123,25/59,28/64,"","","",70/123,34/59,36/64,"","",""
